,P1eff,P2eff,P3eff,P4eff,P5eff,SSP1,SSP2,SSP3,SSP4,SSP5,cc,tri,elev,For_Evergr,cell_id
827,36,36,36,36,34,P1,P2,P3,P4,P5,45.71775544,0.544549218,1518.441281,0.696,3268
828,36,36,36,36,28,P1,P2,P3,P4,P5,51.69932858,0.507865685,1513.842857,0.938,3268
829,36,36,36,36,34,P1,P2,P3,P4,P5,63.608077,1.631853726,1636.689165,0.843,3270
830,36,36,36,36,34,P1,P2,P3,P4,P5,57.27129998,1.20476081,1664.829787,0.829,3270
831,36,36,36,36,34,P1,P2,P3,P4,P5,52.4167364,1.703058878,1956.518584,0.879,3272
832,36,36,34,36,34,P1,P2,P3,P4,P5,58.46309847,1.128334867,1892.465487,0.74,3272
833,36,36,36,36,34,P1,P2,P3,P4,P5,44.31555834,0.872148114,2054.742451,0.704,3273
834,36,45,36,36,34,P1,P2,P3,P4,P5,39.65628267,0.801563937,2119.164311,0.691,3273
835,36,36,36,34,0,P1,P2,P3,P4,P5,73.32998535,2.160027599,1008.156584,0.781,3303
836,45,36,36,34,0,P1,P2,P3,P4,P5,53.78363674,3.211016559,1069.513321,0.275,3303
837,36,36,36,36,34,P1,P2,P3,P4,P5,39.23989105,2.372309108,1303.20885,0.102,3306
838,36,36,36,45,34,P1,P2,P3,P4,P5,45.27703269,4.77950782,1262.717314,0.08,3306
839,36,36,36,34,0,P1,P2,P3,P4,P5,67.43835043,1.986223551,815.7163121,0.799,3322
840,36,36,36,34,0,P1,P2,P3,P4,P5,71.56192469,1.591513339,829.7026549,0.788,3322
841,45,36,36,36,30,P1,P2,P3,P4,P5,48.95105626,1.613008654,1600.128521,0.483,3330
842,36,36,36,36,34,P1,P2,P3,P4,P5,49.70069168,1.761867525,1622.907638,0.705,3330
843,36,36,36,36,34,P1,P2,P3,P4,P5,49.23237816,1.638372307,2083.539823,0.604,3334
844,36,36,36,45,34,P1,P2,P3,P4,P5,58.41877483,2.434634506,2113.428826,0.759,3334
845,36,36,36,22,0,P1,P2,P3,P4,P5,48.87664646,5.424829681,734.3566308,0.233,3343
846,36,36,36,22,0,P1,P2,P3,P4,P5,50.72809224,3.378244064,978.0636042,0.169,3343
847,54,36,36,36,25,P1,P2,P3,P4,P5,37.41236897,2.119499171,1381.75,0.045,3346
848,36,36,36,36,34,P1,P2,P3,P4,P5,24.45159262,1.032463648,1421.026408,0,3346
849,26,6,0,0,0,P1,P2,P3,P4,P5,59.84298557,2.116622169,1822.282187,1,3373
850,26,36,36,36,36,P1,P2,P3,P4,P5,53.80745862,3.534869269,1913.023132,0.929,3373
851,36,36,36,36,25,P1,P2,P3,P4,P5,53.60700797,2.594342662,1015.476021,0.177,3382
852,36,36,36,45,30,P1,P2,P3,P4,P5,45.05071249,2.407061315,1128.591873,0.183,3382
853,36,36,36,36,34,P1,P2,P3,P4,P5,64.8220268,4.116046769,1325.71048,0.563,3387
854,36,36,36,36,34,P1,P2,P3,P4,P5,49.37452791,2.786319278,1684.075838,0.064,3387
855,36,36,36,21,0,P1,P2,P3,P4,P5,71.93263598,2.710412447,865.7769912,0.932,3396
856,36,36,36,21,0,P1,P2,P3,P4,P5,73.70188679,3.811590867,806.0728242,0.972,3396
857,36,36,36,22,0,P1,P2,P3,P4,P5,82.20431233,2.573144909,924.7219251,0.996,3397
858,36,36,36,21,0,P1,P2,P3,P4,P5,72.98807531,1.881168293,953.1196429,0.93,3397
859,20,36,36,36,36,P1,P2,P3,P4,P5,53.96861268,3.446556804,1514.230228,0.692,3406
860,20,36,36,36,36,P1,P2,P3,P4,P5,52.91908844,2.012405634,1662.451957,0.88,3406
861,26,36,45,45,36,P1,P2,P3,P4,P5,39.23065663,1.152320015,2165.523132,0.808,3408
862,26,36,36,36,34,P1,P2,P3,P4,P5,43.74539363,1.492588842,2121.476106,0.875,3408
863,36,36,36,22,0,P1,P2,P3,P4,P5,53.25047042,2.343698214,1463.512367,0.524,3417
864,36,36,36,22,0,P1,P2,P3,P4,P5,70.73488177,2.289035168,1322.987611,0.925,3417
865,20,36,36,36,36,P1,P2,P3,P4,P5,52.52542373,2.210918799,1524.102293,0.815,3446
866,20,36,36,45,36,P1,P2,P3,P4,P5,53.05590452,2.035030381,1561.485816,0.801,3446
867,20,36,36,45,36,P1,P2,P3,P4,P5,54.69767928,1.458087829,2023.236655,0.976,3447
868,20,36,36,36,36,P1,P2,P3,P4,P5,54.83256399,1.140950101,1952.793226,1,3447
869,36,34,0,0,0,P1,P2,P3,P4,P5,65.26697402,2.375069048,1198.489399,0.831,3453
870,36,36,36,22,0,P1,P2,P3,P4,P5,45.52051926,1.683299577,1740.335125,1,3457
871,45,36,36,22,0,P1,P2,P3,P4,P5,44.14426092,1.246593629,1620.725352,0.871,3457
872,36,36,36,22,0,P1,P2,P3,P4,P5,48.37097449,1.599360155,1734.330389,0.882,3458
873,36,36,36,22,0,P1,P2,P3,P4,P5,48.35573702,1.449042534,1767.257496,0.836,3458
874,26,36,36,36,36,P1,P2,P3,P4,P5,39.07359398,1.829359234,2199.875666,0.829,3462
875,26,36,36,36,36,P1,P2,P3,P4,P5,41.29372385,1.977237157,2322.463327,0.866,3462
876,20,36,36,36,36,P1,P2,P3,P4,P5,45.62784863,1.974640685,1931.139085,0.785,3487
877,20,36,36,36,36,P1,P2,P3,P4,P5,33.51936362,1.84089026,1946.99646,0.625,3487
878,26,36,36,36,36,P1,P2,P3,P4,P5,40.72893082,1.974709784,1874.68838,0.825,3489
879,26,36,36,36,36,P1,P2,P3,P4,P5,47.38192847,1.910332596,1947.236655,0.903,3489
880,36,45,36,22,0,P1,P2,P3,P4,P5,60.05335844,1.930852535,1550.765432,0.987,3498
881,36,36,36,22,0,P1,P2,P3,P4,P5,63.120285,1.832020453,1565.74735,0.813,3498
882,36,36,36,22,0,P1,P2,P3,P4,P5,57.49130526,1.484279919,1697.29982,0.903,3513
883,36,36,36,22,0,P1,P2,P3,P4,P5,54.41171548,1.478010326,1684.271605,0.865,3513
884,20,36,36,36,36,P1,P2,P3,P4,P5,58.17231993,1.298958141,1911.43739,0.938,3516
885,20,36,36,36,36,P1,P2,P3,P4,P5,50.90654401,0.945878665,1830.106572,0.887,3516
886,36,36,36,36,28,P1,P2,P3,P4,P5,48.95303983,1.324944639,1700.512411,0.898,3550
887,36,36,36,36,25,P1,P2,P3,P4,P5,44.93037842,1.596983951,1746.55477,0.789,3550
888,36,36,36,36,26,P1,P2,P3,P4,P5,42.68116245,1.690740912,2132.210896,0.733,3553
889,45,36,36,36,26,P1,P2,P3,P4,P5,51.00418498,1.557942588,2065.635548,0.938,3553
890,26,36,36,36,36,P1,P2,P3,P4,P5,51.59380883,1.109666113,1935.664894,0.985,3554
891,26,36,36,36,36,P1,P2,P3,P4,P5,52.64699728,1.030656025,1972.718584,0.962,3554
892,36,36,36,36,22,P1,P2,P3,P4,P5,63.91093881,1.725392428,1596.964602,0.841,3558
893,36,45,36,36,22,P1,P2,P3,P4,P5,64.40306016,2.333110352,1471.109123,0.96,3558
894,36,36,36,36,27,P1,P2,P3,P4,P5,54.63838257,1.127194604,1715.42246,0.992,3571
895,36,36,36,36,27,P1,P2,P3,P4,P5,59.43613903,1.924182221,1680.408526,0.998,3571
896,36,36,36,36,10,P1,P2,P3,P4,P5,71.7254861,1.424482536,1291.387211,0.773,3578
897,36,36,36,36,12,P1,P2,P3,P4,P5,70.98451883,1.974842913,1379.628114,0.755,3578
898,36,36,36,36,10,P1,P2,P3,P4,P5,63.08051025,2.371904454,1621.063943,0.996,3580
899,36,36,36,45,22,P1,P2,P3,P4,P5,48.12610155,1.461767695,1723.168157,0.925,3580
900,36,36,36,36,25,P1,P2,P3,P4,P5,40.59698682,2.284767141,2240.284452,0.794,3584
901,45,36,36,36,25,P1,P2,P3,P4,P5,42.23609368,1.45911107,2205.91637,0.782,3584
902,36,36,36,36,10,P1,P2,P3,P4,P5,54.96171548,1.601806505,1466.623446,0.989,3605
903,36,36,36,36,10,P1,P2,P3,P4,P5,69.347353,1.997274071,1374.385841,0.844,3605
904,36,36,36,36,28,P1,P2,P3,P4,P5,49.01484734,1.982189059,1695.72711,0.947,3621
905,36,36,36,36,28,P1,P2,P3,P4,P5,59.85457209,2.081800961,1685.396797,0.992,3621
906,36,36,36,36,28,P1,P2,P3,P4,P5,55.42910916,2.073761782,1617.298748,0.923,3622
907,36,36,36,36,28,P1,P2,P3,P4,P5,50.80046015,1.772015339,1616.692718,0.93,3622
908,36,36,36,36,28,P1,P2,P3,P4,P5,39.27555927,1.330368693,2093.307018,0.91,3624
909,36,36,36,36,28,P1,P2,P3,P4,P5,42.83155472,1.798442987,2085.602473,0.955,3624
910,36,34,36,36,22,P1,P2,P3,P4,P5,72.79322601,2.510464794,1130.928571,0.936,3632
911,36,36,36,36,22,P1,P2,P3,P4,P5,73.95880385,0.689590649,1213.313933,0.831,3632
912,36,36,36,36,22,P1,P2,P3,P4,P5,70.80004196,2.454490852,1277.166078,0.857,3633
913,36,36,36,36,22,P1,P2,P3,P4,P5,71.5019862,1.533034559,1412.03405,0.911,3650
914,36,36,36,36,28,P1,P2,P3,P4,P5,57.78256324,2.004897431,1606.816578,1,3653
915,36,36,36,36,28,P1,P2,P3,P4,P5,60.13589797,2.018249861,1697.55516,0.996,3653
916,36,36,36,36,28,P1,P2,P3,P4,P5,66.88389121,2.883085382,1460.696589,0.971,3665
917,36,36,36,36,28,P1,P2,P3,P4,P5,58.73991219,2.472486601,1479.151786,0.972,3665
918,36,36,36,36,22,P1,P2,P3,P4,P5,67.63763869,2.142441323,1200.607774,0.977,3675
919,36,36,36,36,22,P1,P2,P3,P4,P5,74.18353237,3.312118832,1177.284452,0.983,3675
920,36,36,36,36,22,P1,P2,P3,P4,P5,75.43823283,1.441253927,1329.174377,0.911,3676
921,36,36,36,36,22,P1,P2,P3,P4,P5,66.67614468,1.712044909,1287.010733,0.932,3676
922,36,36,36,36,22,P1,P2,P3,P4,P5,69.40150722,1.868878211,1425.284946,1,3691
923,36,36,36,36,22,P1,P2,P3,P4,P5,66.4565627,1.799829052,1482.369258,1,3691
924,36,36,36,36,21,P1,P2,P3,P4,P5,73.49634121,2.028206431,1042.159574,0.97,3715
925,36,36,36,36,22,P1,P2,P3,P4,P5,70.18816642,1.933029939,1105.968198,0.97,3715
926,36,36,36,36,36,P1,P2,P3,P4,P5,74.04839723,2.664549067,1498.637011,1,3717
927,36,36,36,36,36,P1,P2,P3,P4,P5,64.55385903,1.946243763,1594.542553,0.912,3717
928,36,36,36,36,36,P1,P2,P3,P4,P5,51.78779009,2.527836814,1761.54902,0.908,3718
929,45,36,36,36,36,P1,P2,P3,P4,P5,51.31319256,1.983944742,1811.376114,0.966,3718
930,34,36,36,36,36,P1,P2,P3,P4,P5,33.97991212,1.854902051,2008.919499,0.642,3720
931,36,36,36,36,36,P1,P2,P3,P4,P5,42.67812238,2.204860469,1900.865832,0.708,3720
932,36,36,36,36,36,P1,P2,P3,P4,P5,41.50743144,2.650734615,1970.100358,0.405,3739
933,36,36,36,36,45,P1,P2,P3,P4,P5,67.84362571,3.101737202,1381.653097,0.524,3745
934,36,36,36,36,36,P1,P2,P3,P4,P5,47.17855644,3.804634079,1364.503559,0.015,3745
935,36,36,36,36,36,P1,P2,P3,P4,P5,46.15595562,2.742284236,1502.075,0.011,3746
936,36,36,36,36,36,P1,P2,P3,P4,P5,48.16425728,2.211536685,1505.786596,0.09,3746
937,36,36,36,36,36,P1,P2,P3,P4,P5,37.68834972,3.150087784,1647.096085,0.026,3747
938,36,36,36,36,45,P1,P2,P3,P4,P5,37.9067086,1.63327019,1737.85689,0.115,3747
939,0,20,36,36,36,P1,P2,P3,P4,P5,29.72297721,2.140316023,2361.060714,0.552,3763
940,0,20,36,36,36,P1,P2,P3,P4,P5,36.62241271,1.981680835,2380.376761,0.585,3763
941,32,36,36,36,36,P1,P2,P3,P4,P5,58.94243249,1.698280643,1992.036972,1,3772
942,32,36,36,36,36,P1,P2,P3,P4,P5,57.65181932,2.27478747,1902.756184,1,3772
943,36,28,36,35,36,P1,P2,P3,P4,P5,59.29736512,2.854332347,1214.010676,0.742,3783
944,36,36,36,36,36,P1,P2,P3,P4,P5,71.45034497,2.511273332,1286.620811,0.929,3783
945,36,36,36,36,36,P1,P2,P3,P4,P5,57.08088852,3.950827631,1132.340463,0.65,3784
946,36,36,36,36,36,P1,P2,P3,P4,P5,64.47313402,3.692481968,1106.695423,0.686,3784
947,28,36,36,36,36,P1,P2,P3,P4,P5,64.603387,3.265154315,1127.923623,0.753,3785
948,28,36,36,36,36,P1,P2,P3,P4,P5,60.41112505,3.297911661,1036.329225,0.623,3785
949,32,36,36,36,36,P1,P2,P3,P4,P5,61.81209458,2.484418347,1644.302867,1,3786
950,32,36,36,36,36,P1,P2,P3,P4,P5,57.73677608,1.79827076,1955.329768,0.977,3823
951,32,36,36,36,36,P1,P2,P3,P4,P5,55.01069182,1.379924172,1880.911817,0.919,3823
952,32,36,36,36,36,P1,P2,P3,P4,P5,37.93163287,1.850980211,2263.298748,0.919,3824
953,32,36,36,36,36,P1,P2,P3,P4,P5,34.79338497,1.614342519,2250.017762,0.907,3824
954,32,36,36,34,36,P1,P2,P3,P4,P5,63.18670291,1.199356839,1398.68662,0.966,3857
955,32,45,36,36,36,P1,P2,P3,P4,P5,68.48745295,2.413728484,1409.579787,0.97,3857
956,0,20,36,36,36,P1,P2,P3,P4,P5,47.93857442,1.231676846,2009.954145,0.938,3864
957,0,20,36,36,36,P1,P2,P3,P4,P5,35.31967384,1.329145845,2028.134276,0.605,3864
958,0,20,36,36,36,P1,P2,P3,P4,P5,41.67077759,1.00860633,2142.419469,0.94,3866
959,0,20,36,36,36,P1,P2,P3,P4,P5,42.44758318,1.155399778,2108.830961,0.936,3866
960,32,36,36,36,36,P1,P2,P3,P4,P5,57.49853618,1.604363317,1743.428571,0.96,3898
961,32,36,36,36,36,P1,P2,P3,P4,P5,53.28475712,1.687580974,1795.188713,0.85,3898
962,32,36,36,36,36,P1,P2,P3,P4,P5,55.26857861,1.896076254,1979.854867,1,3899
963,32,36,36,36,36,P1,P2,P3,P4,P5,51.65311256,1.681866556,2012.45053,0.974,3899
964,0,20,36,36,36,P1,P2,P3,P4,P5,47.29478316,0.89619193,2119.267504,0.991,3903
965,0,20,36,45,36,P1,P2,P3,P4,P5,53.08040201,1.217309828,2124.637655,0.998,3903
966,26,36,36,36,36,P1,P2,P3,P4,P5,56.66499057,1.524338331,1943.293594,0.996,3972
967,26,36,36,45,36,P1,P2,P3,P4,P5,58.77582233,1.508837683,1868.741652,0.983,3972
968,26,36,36,22,0,P1,P2,P3,P4,P5,45.92922948,1.722654081,2162.757951,0.911,3973
969,0,26,36,36,36,P1,P2,P3,P4,P5,22.29645925,1.441028133,1918.921147,0.015,3995
970,0,26,36,36,36,P1,P2,P3,P4,P5,31.88460733,2.164792708,1864.072695,0.011,3995
971,26,36,36,36,36,P1,P2,P3,P4,P5,62.27519866,1.842471775,1746.879433,0.981,4027
972,26,36,36,36,36,P1,P2,P3,P4,P5,59.65188285,1.961178975,1816.752669,1,4027
973,26,36,36,36,36,P1,P2,P3,P4,P5,52.4597653,1.675967055,1971.66726,0.963,4028
974,26,36,36,36,36,P1,P2,P3,P4,P5,50.88679245,1.886590783,2028.556738,0.919,4028
975,26,36,36,36,36,P1,P2,P3,P4,P5,43.52582061,1.749652971,2170.576241,0.893,4030
976,26,36,36,36,36,P1,P2,P3,P4,P5,45.6153042,1.56579678,2237.333333,0.81,4030
977,0,26,36,36,36,P1,P2,P3,P4,P5,43.99895419,1.912710531,2147.093474,0.856,4053
978,0,26,36,36,36,P1,P2,P3,P4,P5,42.35768104,1.63596613,2077.162832,0.871,4053
979,0,26,36,36,36,P1,P2,P3,P4,P5,35.26915027,1.517143254,2385.125448,0.64,4054
980,0,26,36,36,36,P1,P2,P3,P4,P5,31.0947897,0.939015362,2325.279646,0.422,4054
981,0,26,36,36,36,P1,P2,P3,P4,P5,41.72647428,0.984082917,2209.282187,0.919,4110
982,0,35,36,36,36,P1,P2,P3,P4,P5,40.42336683,1.469646493,2185.374113,0.836,4110
983,0,26,36,36,36,P1,P2,P3,P4,P5,39.26754662,0.712516207,2306.019643,0.857,4111
984,0,26,36,36,36,P1,P2,P3,P4,P5,46.06822938,0.666234488,2286.37037,0.989,4111
985,0,37,48,48,48,P1,P2,P3,P4,P5,46.32572744,2.057394888,1686.544484,0.758,4126
986,0,26,36,45,36,P1,P2,P3,P4,P5,55.63179916,1.438067235,1732.913274,0.968,4126
987,20,36,36,45,36,P1,P2,P3,P4,P5,56.88605478,2.223721986,1404.26297,0.749,4136
988,20,36,36,36,36,P1,P2,P3,P4,P5,60.13933054,2.285955733,1378.367958,0.804,4136
989,0,26,36,36,36,P1,P2,P3,P4,P5,51.94724723,2.436353954,1778.373898,0.887,4178
990,0,26,36,36,36,P1,P2,P3,P4,P5,53.3138854,2.012155029,1737.604982,0.91,4178
991,0,26,36,36,36,P1,P2,P3,P4,P5,54.33124216,2.361710502,1768.458929,0.89,4179
992,0,26,36,36,45,P1,P2,P3,P4,P5,50.27576835,2.219323023,1796.538053,0.812,4179
993,0,26,36,36,36,P1,P2,P3,P4,P5,50.47887029,1.836150213,1666.691071,0.633,4180
994,0,26,36,36,36,P1,P2,P3,P4,P5,66.08342045,1.784728653,1666.176991,0.987,4180
995,0,26,36,36,36,P1,P2,P3,P4,P5,43.55888516,2.244188739,1623.474245,0.588,4181
996,0,26,36,36,36,P1,P2,P3,P4,P5,56.32195939,1.545957585,1671.706927,0.887,4181
997,20,36,36,36,36,P1,P2,P3,P4,P5,67.52770228,2.783478422,1236.067736,0.964,4192
998,20,36,36,36,36,P1,P2,P3,P4,P5,59.83427614,1.66653547,1255.543363,0.951,4192
999,0,26,36,36,36,P1,P2,P3,P4,P5,45.16743504,2.061724393,1737.182777,0.75,4235
1000,0,26,36,36,36,P1,P2,P3,P4,P5,47.69341995,1.958626598,1681.709735,0.796,4235
1001,0,26,36,36,36,P1,P2,P3,P4,P5,49.03604359,0.763891461,1530.560847,0.911,4236
1002,0,26,36,36,36,P1,P2,P3,P4,P5,44.64572864,0.890674199,1578.941901,0.893,4236
1003,20,36,36,36,36,P1,P2,P3,P4,P5,57.47292494,2.059686979,1280.204225,0.542,4246
1004,20,36,36,45,36,P1,P2,P3,P4,P5,58.14877589,3.348606223,1179.582593,0.444,4246
1005,0,27,36,36,36,P1,P2,P3,P4,P5,42.38474434,1.550078718,2011.354497,0.896,4254
1006,0,27,36,36,36,P1,P2,P3,P4,P5,50.92006696,1.819434154,2064.449735,1,4254
1007,0,26,36,36,36,P1,P2,P3,P4,P5,53.10002092,1.117290239,1578.812057,0.964,4269
1008,0,26,36,36,36,P1,P2,P3,P4,P5,54.00543592,1.734615385,1613.477876,1,4269
1009,0,26,36,36,36,P1,P2,P3,P4,P5,55.11576303,1.898702502,1316.743772,0.807,4283
1010,0,12,0,0,0,P1,P2,P3,P4,P5,52.87209546,1.130143652,1381.336879,0.848,4283
1011,0,26,36,36,45,P1,P2,P3,P4,P5,47.35968214,1.818072289,2105.943662,0.985,4302
1012,0,26,36,36,36,P1,P2,P3,P4,P5,48.06656898,1.706325301,2207.5053,0.975,4302
1013,0,30,36,36,36,P1,P2,P3,P4,P5,39.67741935,1.759410347,2418.900356,0.979,4303
1014,0,32,45,36,36,P1,P2,P3,P4,P5,38.55767218,1.739473196,2479.451957,0.9,4303
1015,20,36,36,36,36,P1,P2,P3,P4,P5,68.08728493,4.484221501,886.2611012,0.362,4307
1016,20,36,36,45,36,P1,P2,P3,P4,P5,51.43580092,3.97730013,934.247331,0.365,4307
1017,0,32,36,36,36,P1,P2,P3,P4,P5,51.78951782,2.029608316,1524.43838,0.857,4328
1018,0,32,36,36,36,P1,P2,P3,P4,P5,52.47379455,2.006051753,1590.920071,0.881,4328
1019,0,20,36,36,36,P1,P2,P3,P4,P5,68.44165621,2.144273639,1456.126984,0.985,4340
1020,0,20,36,36,45,P1,P2,P3,P4,P5,62.32082984,2.004528144,1446.891652,0.962,4340
1021,0,32,36,36,36,P1,P2,P3,P4,P5,45.54931937,2.486694223,2096.260177,0.977,4344
1022,0,32,36,36,36,P1,P2,P3,P4,P5,48.67998327,2.073549916,2132.982111,1,4344
1023,0,20,36,36,36,P1,P2,P3,P4,P5,59.07577978,1.31941346,1167.54078,0.567,4351
1024,0,20,36,36,36,P1,P2,P3,P4,P5,69.15147706,2.665713887,1137.119929,0.715,4351
1025,0,20,54,36,36,P1,P2,P3,P4,P5,58.73734839,2.821621119,1283.292769,0.511,4352
1026,0,29,36,36,36,P1,P2,P3,P4,P5,64.90627615,2.69346068,1247.948307,0.806,4352
1027,0,32,36,36,36,P1,P2,P3,P4,P5,53.81350617,1.731711285,1649.814488,0.996,4357
1028,0,32,36,36,36,P1,P2,P3,P4,P5,50.24309045,1.457055215,1660.876122,0.945,4357
1029,0,32,36,36,36,P1,P2,P3,P4,P5,59.65056462,1.567159323,1637.479789,0.9,4368
1030,0,32,36,36,36,P1,P2,P3,P4,P5,57.73184007,1.974116279,1637.751761,0.889,4368
1031,0,20,34,36,36,P1,P2,P3,P4,P5,62.82019653,2.175674419,1250.470377,0.747,4379
1032,0,20,36,36,36,P1,P2,P3,P4,P5,59.20648536,1.633604651,1304.600352,0.521,4379
1033,0,20,36,36,36,P1,P2,P3,P4,P5,65.11069182,2.420116279,1425.263914,0.906,4380
1034,0,20,36,36,36,P1,P2,P3,P4,P5,62.02258469,2.277953488,1421.917108,0.655,4380
1035,0,32,36,36,36,P1,P2,P3,P4,P5,48.4437709,1.613325581,1852.086022,0.902,4384
1036,0,32,36,45,36,P1,P2,P3,P4,P5,52.99601928,1.314627907,1892.246018,0.963,4384
1037,0,32,36,36,36,P1,P2,P3,P4,P5,52.51768152,1.756837209,2025.439856,1,4385
1038,0,32,36,36,36,P1,P2,P3,P4,P5,42.20510674,2.620162791,1949.740675,0.964,4385
1039,0,20,36,36,36,P1,P2,P3,P4,P5,69.00670438,2.449813953,845.4381625,0.968,4388
1040,0,20,36,36,36,P1,P2,P3,P4,P5,68.00961739,2.929813953,754.8606702,0.992,4388
1041,0,20,36,36,36,P1,P2,P3,P4,P5,64.61467505,1.536069767,973.4734982,0.955,4390
1042,0,20,36,36,36,P1,P2,P3,P4,P5,43.90579862,1.085906977,935.1044248,0.28,4390
1043,0,14,36,36,36,P1,P2,P3,P4,P5,56.75649623,1.302953488,1181.923488,0.879,4418
1044,0,14,36,36,36,P1,P2,P3,P4,P5,49.53316593,2.042069767,1220.740608,0.688,4418
1045,0,32,36,36,36,P1,P2,P3,P4,P5,63.10666387,1.490225284,1725.738137,0.992,4422
1046,0,32,36,36,36,P1,P2,P3,P4,P5,53.61338912,2.04455814,1777.575704,0.96,4422
1047,0,18,36,36,36,P1,P2,P3,P4,P5,76.38158996,3.215485943,753.8218695,0.981,4440
1048,0,18,36,36,36,P1,P2,P3,P4,P5,70.15025042,2.333139318,771.7311828,0.944,4440
1049,0,14,36,36,36,P1,P2,P3,P4,P5,60.95877799,2.259379073,1144.378761,0.825,4443
1050,0,14,36,36,36,P1,P2,P3,P4,P5,63.37682978,2.739662879,1142.425795,0.954,4443
1051,0,32,36,36,36,P1,P2,P3,P4,P5,46.8906544,1.647094431,1802.479646,0.847,4460
1052,0,32,36,36,36,P1,P2,P3,P4,P5,52.33458804,1.474785807,1829.143627,0.934,4460
1053,0,32,36,36,36,P1,P2,P3,P4,P5,44.13743977,1.840868877,1793.325664,0.849,4461
1054,0,32,36,36,36,P1,P2,P3,P4,P5,58.02007528,1.438442913,1818.636042,1,4461
1055,0,14,36,36,36,P1,P2,P3,P4,P5,71.75204018,2.275586701,1079.660777,1,4468
1056,0,14,36,36,36,P1,P2,P3,P4,P5,68.08809374,2.043653381,1145.376761,0.983,4468
1057,0,32,36,36,36,P1,P2,P3,P4,P5,61.95313808,1.84943658,1631.358289,0.983,4472
1058,0,32,36,36,36,P1,P2,P3,P4,P5,65.60628931,1.489383498,1656.622776,0.996,4472
1059,0,32,36,36,36,P1,P2,P3,P4,P5,43.58134672,1.501722853,1982.538053,0.956,4490
1060,0,32,36,36,45,P1,P2,P3,P4,P5,50.41196152,2.056807599,1947.847518,0.758,4490
1061,0,32,36,36,36,P1,P2,P3,P4,P5,57.13585933,1.393834979,1660.637324,0.989,4502
1062,0,32,36,36,36,P1,P2,P3,P4,P5,57.90290856,1.294538089,1666.761062,0.981,4502
1063,0,32,36,36,36,P1,P2,P3,P4,P5,46.94101652,2.382776122,1709.994624,0.752,4503
1064,0,30,36,36,36,P1,P2,P3,P4,P5,51.93497805,2.801150121,1658.417407,0.837,4503
1065,0,30,36,45,36,P1,P2,P3,P4,P5,47.07835743,0.937604768,1587.376991,0.962,4516
1066,0,32,36,36,36,P1,P2,P3,P4,P5,50.75224754,0.681667908,1636.655914,0.981,4516
1067,0,26,36,36,36,P1,P2,P3,P4,P5,46.79539749,1.561370833,1826.60424,0.791,4535
1068,0,26,36,36,36,P1,P2,P3,P4,P5,49.88104712,2.081951946,1762.879004,0.763,4535
1069,0,26,36,36,36,P1,P2,P3,P4,P5,50.42169179,1.729232632,1938.68838,0.985,4536
1070,0,26,36,36,36,P1,P2,P3,P4,P5,49.75402973,1.513200782,1923.05694,0.917,4536
1071,0,22,36,36,36,P1,P2,P3,P4,P5,65.735134,3.200782269,1190.439068,0.994,4546
1072,0,22,36,45,36,P1,P2,P3,P4,P5,69.49362325,2.280662134,1198.734875,0.96,4546
1073,0,14,36,36,36,P1,P2,P3,P4,P5,62.94647711,2.240873533,1465.342246,0.906,4563
1074,0,14,36,36,36,P1,P2,P3,P4,P5,43.91575859,1.669002608,1456.029982,0.675,4563
1075,0,41,36,36,36,P1,P2,P3,P4,P5,44.55079431,2.109843546,1588.875445,0.903,4568
1076,0,32,36,36,36,P1,P2,P3,P4,P5,48.90983264,2.003585398,1679.276596,0.403,4568
1077,0,26,36,36,36,P1,P2,P3,P4,P5,62.23917137,1.568774446,1501.468694,0.981,4581
1078,0,26,36,36,36,P1,P2,P3,P4,P5,52.87936442,1.491897933,1558.470796,1,4581
1079,0,26,36,36,36,P1,P2,P3,P4,P5,49.3297761,1.183670143,1792.980668,0.588,4583
1080,0,26,36,36,36,P1,P2,P3,P4,P5,56.36157718,1.408199851,1824.219251,0.507,4583
1081,0,21,36,36,36,P1,P2,P3,P4,P5,68.64079498,1.342382194,1087.058201,0.985,4594
1082,0,21,36,36,36,P1,P2,P3,P4,P5,64.56719533,2.070986217,1122.201426,0.919,4594
1083,0,20,36,36,36,P1,P2,P3,P4,P5,37.96714794,2.255820451,1819.568627,0.751,4602
1084,0,20,36,36,36,P1,P2,P3,P4,P5,39.62955211,1.525260756,1994.586268,0.634,4602
1085,0,23,36,36,36,P1,P2,P3,P4,P5,62.48964218,3.576434159,731.5762411,0.641,4609
1086,0,23,45,36,36,P1,P2,P3,P4,P5,68.62604341,4.283875023,785.1678445,0.883,4609
1087,0,20,36,36,36,P1,P2,P3,P4,P5,34.12371781,0.520441423,1539.030088,0.603,4650
1088,0,20,36,36,36,P1,P2,P3,P4,P5,32.71254976,1.057692308,1563.906526,0.543,4650
1089,0,26,36,36,36,P1,P2,P3,P4,P5,31.05585774,2.414136711,1629.984183,0.343,4651
1090,0,14,36,36,36,P1,P2,P3,P4,P5,14.63398282,4.467102812,1291.065026,0,4651
1091,0,14,36,36,36,P1,P2,P3,P4,P5,30.98430962,5.831509592,1352.356383,0.056,4652
1092,0,14,36,36,36,P1,P2,P3,P4,P5,19.07006902,6.446312162,1370.519366,0.134,4652
1093,0,20,36,36,36,P1,P2,P3,P4,P5,70.522694,2.075549451,1016.282648,0.752,4675
